selected_model,selection_split,validation_roc_auc,validation_pr_auc,validation_brier_score,test_roc_auc,test_pr_auc,test_brier_score,test_ece_10_bins,mean_predicted_probability,observed_default_rate,delta_roc_auc_vs_structured,delta_pr_auc_vs_structured,brier_improvement_vs_structured,approve_review_threshold,review_reject_threshold
Structured + TF-IDF,Validation (2013),0.6922676390807615,0.2812986121688593,0.1209245257911036,0.6833567824797269,0.2787944814762225,0.126090033445769,0.0089,0.1639,0.1585,0.005351582532475252,0.003146932632947408,0.000398699099781602,0.1371757450588931,0.30726179613125326
