threshold,predicted_default_pct,precision,recall,f1
0.1,76.96101594802126,0.2743466748532177,0.913099008889343,0.4219235967257426
0.15,56.49202598936799,0.31518909254399263,0.7700265658526617,0.4472916929423024
0.2,38.80567040756054,0.35740814027824286,0.5998007561050372,0.44791408351296186
0.25,25.86650915534554,0.39630526123492876,0.44331766629202,0.41849529780564265
0.3,17.19846426461902,0.4277569804581516,0.31815162971288447,0.36490148685270635
0.35,11.336089781453042,0.46253647353063776,0.22675487892101767,0.30431950634213234
0.4,7.276432368576491,0.4933030278431691,0.1552314294472259,0.2361513202634698
0.45,4.502658003544005,0.5274826183917093,0.10271278226218453,0.1719441534284065
0.5,2.6396928529238037,0.5598567912284628,0.0639113109226525,0.11472590962239494
